mapname,rate_walk,rate_surf,rate_smash,rate_oldrod,rate_goodrod,rate_superrod,land_lvl0,land_lvl1,land_lvl2,land_lvl3,land_lvl4,land_lvl5,land_lvl6,land_lvl7,land_lvl8,land_lvl9,land_lvl10,land_lvl11,land_species_morn0,land_species_morn1,land_species_morn2,land_species_morn3,land_species_morn4,land_species_morn5,land_species_morn6,land_species_morn7,land_species_morn8,land_species_morn9,land_species_morn10,land_species_morn11,land_species_day0,land_species_day1,land_species_day2,land_species_day3,land_species_day4,land_species_day5,land_species_day6,land_species_day7,land_species_day8,land_species_day9,land_species_day10,land_species_day11,land_species_nite0,land_species_nite1,land_species_nite2,land_species_nite3,land_species_nite4,land_species_nite5,land_species_nite6,land_species_nite7,land_species_nite8,land_species_nite9,land_species_nite10,land_species_nite11,hoenn1,hoenn2,sinnoh1,sinnoh2,lvl_min_surf0,lvl_max_surf0,species_surf0,lvl_min_surf1,lvl_max_surf1,species_surf1,lvl_min_surf2,lvl_max_surf2,species_surf2,lvl_min_surf3,lvl_max_surf3,species_surf3,lvl_min_surf4,lvl_max_surf4,species_surf4,lvl_min_smash0,lvl_max_smash0,species_smash0,lvl_min_smash1,lvl_max_smash1,species_smash1,lvl_min_oldrod0,lvl_max_oldrod0,species_oldrod0,lvl_min_oldrod1,lvl_max_oldrod1,species_oldrod1,lvl_min_oldrod2,lvl_max_oldrod2,species_oldrod2,lvl_min_oldrod3,lvl_max_oldrod3,species_oldrod3,lvl_min_oldrod4,lvl_max_oldrod4,species_oldrod4,lvl_min_goodrod0,lvl_max_goodrod0,species_goodrod0,lvl_min_goodrod1,lvl_max_goodrod1,species_goodrod1,lvl_min_goodrod2,lvl_max_goodrod2,species_goodrod2,lvl_min_goodrod3,lvl_max_goodrod3,species_goodrod3,lvl_min_goodrod4,lvl_max_goodrod4,species_goodrod4,lvl_min_superrod0,lvl_max_superrod0,species_superrod0,lvl_min_superrod1,lvl_max_superrod1,species_superrod1,lvl_min_superrod2,lvl_max_superrod2,species_superrod2,lvl_min_superrod3,lvl_max_superrod3,species_superrod3,lvl_min_superrod4,lvl_max_superrod4,species_superrod4,swarm_species0,swarm_species1,swarm_species2,swarm_species3
D17R0109,5,0,0,0,0,0,20,21,20,21,22,22,22,22,23,24,23,24,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_GASTLY,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_ZIGZAGOON,SPECIES_SPINDA,SPECIES_CHATOT,SPECIES_MEDITITE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_RATTATA,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
R38,25,0,0,0,0,0,16,16,16,16,16,16,16,16,13,13,13,13,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_FARFETCHD,SPECIES_RATICATE,SPECIES_MAGNEMITE,SPECIES_MAGNEMITE,SPECIES_MEOWTH,SPECIES_MEOWTH,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MILTANK,SPECIES_SNUBBULL,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MAGNEMITE,SPECIES_MAGNEMITE,SPECIES_FARFETCHD,SPECIES_FARFETCHD,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MILTANK,SPECIES_SNUBBULL,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MAGNEMITE,SPECIES_MAGNEMITE,SPECIES_MEOWTH,SPECIES_MEOWTH,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MILTANK,SPECIES_SNUBBULL,SPECIES_PLUSLE,SPECIES_MINUN,SPECIES_SHINX,SPECIES_SHINX,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_SNUBBULL,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
R39,25,0,0,0,0,0,16,17,16,17,16,16,16,16,15,15,15,15,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_FARFETCHD,SPECIES_RATICATE,SPECIES_MAGNEMITE,SPECIES_MAGNEMITE,SPECIES_MEOWTH,SPECIES_MEOWTH,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MAGNEMITE,SPECIES_MAGNEMITE,SPECIES_FARFETCHD,SPECIES_FARFETCHD,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MEOWTH,SPECIES_RATICATE,SPECIES_MAGNEMITE,SPECIES_MAGNEMITE,SPECIES_MEOWTH,SPECIES_MEOWTH,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_MILTANK,SPECIES_TAUROS,SPECIES_PLUSLE,SPECIES_MINUN,SPECIES_SHINX,SPECIES_SHINX,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_MEOWTH,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
T26,0,15,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,15,25,SPECIES_TENTACOOL,10,20,SPECIES_TENTACOOL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_KRABBY,10,10,SPECIES_KRABBY,20,20,SPECIES_MAGIKARP,20,20,SPECIES_KRABBY,20,20,SPECIES_KRABBY,20,20,SPECIES_CORSOLA,20,20,SPECIES_KRABBY,40,40,SPECIES_KRABBY,40,40,SPECIES_CORSOLA,40,40,SPECIES_KRABBY,40,40,SPECIES_KINGLER,40,40,SPECIES_KRABBY,SPECIES_NONE,SPECIES_TENTACOOL,SPECIES_STARYU,SPECIES_MAGIKARP
W40,0,10,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,15,25,SPECIES_TENTACOOL,10,20,SPECIES_TENTACOOL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_KRABBY,10,10,SPECIES_KRABBY,20,20,SPECIES_MAGIKARP,20,20,SPECIES_KRABBY,20,20,SPECIES_KRABBY,20,20,SPECIES_CORSOLA,20,20,SPECIES_KRABBY,40,40,SPECIES_KRABBY,40,40,SPECIES_CORSOLA,40,40,SPECIES_KRABBY,40,40,SPECIES_KINGLER,40,40,SPECIES_KRABBY,SPECIES_NONE,SPECIES_TENTACOOL,SPECIES_STARYU,SPECIES_MAGIKARP
W41,0,10,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,15,25,SPECIES_TENTACOOL,10,20,SPECIES_TENTACOOL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_TENTACOOL,10,10,SPECIES_TENTACOOL,20,20,SPECIES_MAGIKARP,20,20,SPECIES_TENTACOOL,20,20,SPECIES_CHINCHOU,20,20,SPECIES_SHELLDER,20,20,SPECIES_CHINCHOU,40,40,SPECIES_CHINCHOU,40,40,SPECIES_SHELLDER,40,40,SPECIES_TENTACRUEL,40,40,SPECIES_LANTURN,40,40,SPECIES_TENTACRUEL,SPECIES_NONE,SPECIES_TENTACOOL,SPECIES_SHELLDER,SPECIES_MAGIKARP
D40R0101,5,10,0,25,50,75,22,23,22,23,24,24,22,22,23,24,23,24,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,15,25,SPECIES_TENTACOOL,10,20,SPECIES_HORSEA,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_TENTACRUEL,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_KRABBY,10,10,SPECIES_KRABBY,20,20,SPECIES_MAGIKARP,20,20,SPECIES_KRABBY,20,20,SPECIES_KRABBY,20,20,SPECIES_HORSEA,20,20,SPECIES_KRABBY,40,40,SPECIES_KRABBY,40,40,SPECIES_HORSEA,40,40,SPECIES_KINGLER,40,40,SPECIES_SEADRA,40,40,SPECIES_KINGLER,SPECIES_KRABBY,SPECIES_TENTACOOL,SPECIES_HORSEA,SPECIES_MAGIKARP
D40R0102,5,0,0,0,0,0,22,23,22,23,24,24,22,22,23,24,23,24,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_KRABBY,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
UNUSED_045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D40R0104,5,10,0,25,50,75,22,23,22,23,24,24,22,22,23,24,23,24,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,15,25,SPECIES_HORSEA,15,25,SPECIES_TENTACRUEL,15,25,SPECIES_SEADRA,15,25,SPECIES_SEADRA,30,30,SPECIES_SEADRA,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_KRABBY,10,10,SPECIES_KRABBY,20,20,SPECIES_MAGIKARP,20,20,SPECIES_KRABBY,20,20,SPECIES_KRABBY,20,20,SPECIES_HORSEA,20,20,SPECIES_KRABBY,40,40,SPECIES_KRABBY,40,40,SPECIES_HORSEA,40,40,SPECIES_KINGLER,40,40,SPECIES_SEADRA,40,40,SPECIES_KINGLER,SPECIES_KRABBY,SPECIES_HORSEA,SPECIES_HORSEA,SPECIES_MAGIKARP
UNUSED_047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D40R0106,5,0,0,0,0,0,23,24,23,24,25,25,23,23,24,25,24,25,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_ZUBAT,SPECIES_KRABBY,SPECIES_KRABBY,SPECIES_SEEL,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_SEEL,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_KRABBY,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
UNUSED_049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
UNUSED_050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
